temperature_K,pressure_Pa,density_kg_m3,enthalpy_J_kg,provider,provider_version,execution_date,engineer,source_method,notes
4.5,300000,,,HEPAK,3.4,,,,"Exact QPLANT A state; fill density and enthalpy from licensed HEPAK export"
3.6,2200,,,HEPAK,3.4,,,,"Exact QPLANT B state; fill density and enthalpy from licensed HEPAK export"
